case_id,title_clean,catalog_include,rank,physician_id,name,specialty,institution,match_score,overlap_tags
theromics_ri,Theromics — tumor thermal ablation,true,5,npi_1356348817,ROBERT BINEK,INTERVENTIONAL RADIOLOGY,AFFINITY PHYSICIANS LLC.,94,tumor_ablation|thermal_ablation|interventional_radiology
phlip_therapeutics_ri,pHLIP Inc — pH-sensitive tumor imaging,true,1,npi_1487681342,BLAISE BAXTER,INTERVENTIONAL RADIOLOGY,RHODE ISLAND HOSPITAL,194,interventional_radiology|imaging|diagnostic|oncology
phlip_therapeutics_ri,pHLIP Inc — pH-sensitive tumor imaging,true,2,npi_1235542655,AARON MAXWELL,INTERVENTIONAL RADIOLOGY,RHODE ISLAND MEDICAL IMAGING INC,94,interventional_radiology|imaging|diagnostic|oncology
phlip_therapeutics_ri,pHLIP Inc — pH-sensitive tumor imaging,true,3,npi_1073853248,MARIANA CANEPA,PATHOLOGY,RHODE ISLAND HOSPITAL,53,pathology|diagnostic|imaging|oncology
phlip_therapeutics_ri,pHLIP Inc — pH-sensitive tumor imaging,true,4,npi_1023306974,SARA MALEKI,PATHOLOGY,RHODE ISLAND HOSPITAL,53,pathology|diagnostic|imaging|oncology
phlip_therapeutics_ri,pHLIP Inc — pH-sensitive tumor imaging,true,5,npi_1265828081,DYLAN WOLMAN,INTERVENTIONAL RADIOLOGY,LIFESPAN PHYSICIAN GROUP INC,94,interventional_radiology|imaging|diagnostic|oncology
auto_regents_university_anti_compounds_inflammatory_inhibition_making_qu,URI — marine anti-inflammatory / quorum sensing,true,1,npi_1003871336,TODD ROBERTS,MEDICAL ONCOLOGY,"PROSPECT CHARTERCARE RWMC, LLC",53,medical_oncology
auto_regents_university_anti_compounds_inflammatory_inhibition_making_qu,URI — marine anti-inflammatory / quorum sensing,true,2,npi_1194249565,MOHAMMED JALOUDI,MEDICAL ONCOLOGY,AFFINITY PHYSICIANS LLC.,53,medical_oncology
auto_regents_university_anti_compounds_inflammatory_inhibition_making_qu,URI — marine anti-inflammatory / quorum sensing,true,3,npi_1336596774,KATHRYN DECARLI,MEDICAL ONCOLOGY,RHODE ISLAND HOSPITAL,53,medical_oncology
auto_regents_university_anti_compounds_inflammatory_inhibition_making_qu,URI — marine anti-inflammatory / quorum sensing,true,4,npi_1790977650,KHALDOUN ALMHANNA,MEDICAL ONCOLOGY,RHODE ISLAND HOSPITAL,53,medical_oncology
auto_regents_university_anti_compounds_inflammatory_inhibition_making_qu,URI — marine anti-inflammatory / quorum sensing,true,5,npi_1821070418,PLAKYIL JOSEPH,MEDICAL ONCOLOGY,AFFINITY PHYSICIANS LLC.,53,medical_oncology
auto_noramco_2020_acetate_buprenorphine_preparing_salt,Acetate salt buprenorphine and methods for Technology Platform Opportunity,true,1,npi_1144406802,SHANTHI MOGALI,ADDICTION MEDICINE,NORTHEAST MEDICAL GROUP INC,66,pain_medicine|behavioral_health
auto_noramco_2020_acetate_buprenorphine_preparing_salt,Acetate salt buprenorphine and methods for Technology Platform Opportunity,true,2,npi_1194810507,NEBYOU BELAY,ADDICTION MEDICINE,THRIVE BEHAVIORAL HEALTH INC,66,pain_medicine|behavioral_health
auto_noramco_2020_acetate_buprenorphine_preparing_salt,Acetate salt buprenorphine and methods for Technology Platform Opportunity,true,3,npi_1205850989,SYLVESTER SVIOKLA,ADDICTION MEDICINE,"WARWICK, RI",66,pain_medicine|behavioral_health
auto_noramco_2020_acetate_buprenorphine_preparing_salt,Acetate salt buprenorphine and methods for Technology Platform Opportunity,true,4,npi_1629427265,CAROLINE WUNSCH,ADDICTION MEDICINE,RHODE ISLAND HOSPITAL,66,pain_medicine|behavioral_health
auto_noramco_2020_acetate_buprenorphine_preparing_salt,Acetate salt buprenorphine and methods for Technology Platform Opportunity,true,5,npi_1679991806,CECILIA FIX,ADDICTION MEDICINE,LIFESPAN PHYSICIAN GROUP INC,66,pain_medicine|behavioral_health
auto_rhode_island_brain_implantable,Brain implantable device Medical Device Opportunity,true,1,npi_1023351285,BENJAMIN POLLOCK,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
auto_rhode_island_brain_implantable,Brain implantable device Medical Device Opportunity,true,2,npi_1043704703,SCOTT WARREN,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_rhode_island_brain_implantable,Brain implantable device Medical Device Opportunity,true,3,npi_1043730112,ANIRUDH PENUMAKA,NEUROSURGERY,LIFESPAN PHYSICIAN GROUP INC,53,neurosurgery
auto_rhode_island_brain_implantable,Brain implantable device Medical Device Opportunity,true,4,npi_1053840827,ELIAS SHAAYA,NEUROSURGERY,RHODE ISLAND HOSPITAL,53,neurosurgery
auto_rhode_island_brain_implantable,Brain implantable device Medical Device Opportunity,true,5,npi_1063477032,HEINRICH ELINZANO,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_brown_university_brain_high_imaging_resolution_spatiotemporal,Brown — high-resolution brain imaging,true,1,npi_1003392689,EUGENIE ATALLAH,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_brown_university_brain_high_imaging_resolution_spatiotemporal,Brown — high-resolution brain imaging,true,2,npi_1023039740,DENNIS AUMENTADO,NEUROLOGY,"NORTH SMITHFIELD, RI",53,neurology
auto_brown_university_brain_high_imaging_resolution_spatiotemporal,Brown — high-resolution brain imaging,true,3,npi_1023135720,PREETI GUPTA,NEUROLOGY,"EAST PROVIDENCE, RI",53,neurology
auto_brown_university_brain_high_imaging_resolution_spatiotemporal,Brown — high-resolution brain imaging,true,4,npi_1023182383,JUAN CANTON,NEUROLOGY,"WARWICK, RI",53,neurology
auto_brown_university_brain_high_imaging_resolution_spatiotemporal,Brown — high-resolution brain imaging,true,5,npi_1023291556,CHIZOBA UMEH,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
auto_brown_university_interrogation_neural_platform,Brown — neural interrogation platform,true,1,npi_1003392689,EUGENIE ATALLAH,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_brown_university_interrogation_neural_platform,Brown — neural interrogation platform,true,2,npi_1023039740,DENNIS AUMENTADO,NEUROLOGY,"NORTH SMITHFIELD, RI",53,neurology
auto_brown_university_interrogation_neural_platform,Brown — neural interrogation platform,true,3,npi_1023135720,PREETI GUPTA,NEUROLOGY,"EAST PROVIDENCE, RI",53,neurology
auto_brown_university_interrogation_neural_platform,Brown — neural interrogation platform,true,4,npi_1023182383,JUAN CANTON,NEUROLOGY,"WARWICK, RI",53,neurology
auto_brown_university_interrogation_neural_platform,Brown — neural interrogation platform,true,5,npi_1023291556,CHIZOBA UMEH,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
auto_brown_university_biopsy_burr_hole_mounted_stereotactic,Burr hole mounted stereotactic biopsy device Medical Device Opportunity,true,1,npi_1003392689,EUGENIE ATALLAH,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_brown_university_biopsy_burr_hole_mounted_stereotactic,Burr hole mounted stereotactic biopsy device Medical Device Opportunity,true,2,npi_1023039740,DENNIS AUMENTADO,NEUROLOGY,"NORTH SMITHFIELD, RI",53,neurology
auto_brown_university_biopsy_burr_hole_mounted_stereotactic,Burr hole mounted stereotactic biopsy device Medical Device Opportunity,true,3,npi_1023135720,PREETI GUPTA,NEUROLOGY,"EAST PROVIDENCE, RI",53,neurology
auto_brown_university_biopsy_burr_hole_mounted_stereotactic,Burr hole mounted stereotactic biopsy device Medical Device Opportunity,true,4,npi_1023182383,JUAN CANTON,NEUROLOGY,"WARWICK, RI",53,neurology
auto_brown_university_biopsy_burr_hole_mounted_stereotactic,Burr hole mounted stereotactic biopsy device Medical Device Opportunity,true,5,npi_1023291556,CHIZOBA UMEH,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
auto_rhodes_technologies_cannabinoid_delivery_dosage_forms_inhalational_i,CANNABINOID COMPOSITIONS AND DOSAGE FORMS FOR Technology Platform Opportunity,true,1,npi_1144406802,SHANTHI MOGALI,ADDICTION MEDICINE,NORTHEAST MEDICAL GROUP INC,66,pain_medicine|behavioral_health
auto_rhodes_technologies_cannabinoid_delivery_dosage_forms_inhalational_i,CANNABINOID COMPOSITIONS AND DOSAGE FORMS FOR Technology Platform Opportunity,true,2,npi_1194810507,NEBYOU BELAY,ADDICTION MEDICINE,THRIVE BEHAVIORAL HEALTH INC,66,pain_medicine|behavioral_health
auto_rhodes_technologies_cannabinoid_delivery_dosage_forms_inhalational_i,CANNABINOID COMPOSITIONS AND DOSAGE FORMS FOR Technology Platform Opportunity,true,3,npi_1205850989,SYLVESTER SVIOKLA,ADDICTION MEDICINE,"WARWICK, RI",66,pain_medicine|behavioral_health
auto_rhodes_technologies_cannabinoid_delivery_dosage_forms_inhalational_i,CANNABINOID COMPOSITIONS AND DOSAGE FORMS FOR Technology Platform Opportunity,true,4,npi_1629427265,CAROLINE WUNSCH,ADDICTION MEDICINE,RHODE ISLAND HOSPITAL,66,pain_medicine|behavioral_health
auto_rhodes_technologies_cannabinoid_delivery_dosage_forms_inhalational_i,CANNABINOID COMPOSITIONS AND DOSAGE FORMS FOR Technology Platform Opportunity,true,5,npi_1679991806,CECILIA FIX,ADDICTION MEDICINE,LIFESPAN PHYSICIAN GROUP INC,66,pain_medicine|behavioral_health
auto_rhode_island_fixation_intracranial,Intracranial fixation device Medical Device Opportunity,true,1,npi_1023351285,BENJAMIN POLLOCK,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
auto_rhode_island_fixation_intracranial,Intracranial fixation device Medical Device Opportunity,true,2,npi_1043704703,SCOTT WARREN,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_rhode_island_fixation_intracranial,Intracranial fixation device Medical Device Opportunity,true,3,npi_1043730112,ANIRUDH PENUMAKA,NEUROSURGERY,LIFESPAN PHYSICIAN GROUP INC,53,neurosurgery
auto_rhode_island_fixation_intracranial,Intracranial fixation device Medical Device Opportunity,true,4,npi_1053840827,ELIAS SHAAYA,NEUROSURGERY,RHODE ISLAND HOSPITAL,53,neurosurgery
auto_rhode_island_fixation_intracranial,Intracranial fixation device Medical Device Opportunity,true,5,npi_1063477032,HEINRICH ELINZANO,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_brown_university_biomarkers_disease_neural_parkinson,Neural biomarkers Parkinson disease Diagnostic Opportunity,true,1,npi_1003392689,EUGENIE ATALLAH,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_brown_university_biomarkers_disease_neural_parkinson,Neural biomarkers Parkinson disease Diagnostic Opportunity,true,2,npi_1023039740,DENNIS AUMENTADO,NEUROLOGY,"NORTH SMITHFIELD, RI",53,neurology
auto_brown_university_biomarkers_disease_neural_parkinson,Neural biomarkers Parkinson disease Diagnostic Opportunity,true,3,npi_1023135720,PREETI GUPTA,NEUROLOGY,"EAST PROVIDENCE, RI",53,neurology
auto_brown_university_biomarkers_disease_neural_parkinson,Neural biomarkers Parkinson disease Diagnostic Opportunity,true,4,npi_1023182383,JUAN CANTON,NEUROLOGY,"WARWICK, RI",53,neurology
auto_brown_university_biomarkers_disease_neural_parkinson,Neural biomarkers Parkinson disease Diagnostic Opportunity,true,5,npi_1023291556,CHIZOBA UMEH,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
auto_purdue_pharmaceuticals_having_hydrochloride_hydroxycodeinone_less_oxyco,Oxycodone hydrochloride having less than PPM Technology Platform Opportunity,true,1,npi_1144406802,SHANTHI MOGALI,ADDICTION MEDICINE,NORTHEAST MEDICAL GROUP INC,66,pain_medicine|behavioral_health
auto_purdue_pharmaceuticals_having_hydrochloride_hydroxycodeinone_less_oxyco,Oxycodone hydrochloride having less than PPM Technology Platform Opportunity,true,2,npi_1194810507,NEBYOU BELAY,ADDICTION MEDICINE,THRIVE BEHAVIORAL HEALTH INC,66,pain_medicine|behavioral_health
auto_purdue_pharmaceuticals_having_hydrochloride_hydroxycodeinone_less_oxyco,Oxycodone hydrochloride having less than PPM Technology Platform Opportunity,true,3,npi_1205850989,SYLVESTER SVIOKLA,ADDICTION MEDICINE,"WARWICK, RI",66,pain_medicine|behavioral_health
auto_purdue_pharmaceuticals_having_hydrochloride_hydroxycodeinone_less_oxyco,Oxycodone hydrochloride having less than PPM Technology Platform Opportunity,true,4,npi_1629427265,CAROLINE WUNSCH,ADDICTION MEDICINE,RHODE ISLAND HOSPITAL,66,pain_medicine|behavioral_health
auto_purdue_pharmaceuticals_having_hydrochloride_hydroxycodeinone_less_oxyco,Oxycodone hydrochloride having less than PPM Technology Platform Opportunity,true,5,npi_1679991806,CECILIA FIX,ADDICTION MEDICINE,LIFESPAN PHYSICIAN GROUP INC,66,pain_medicine|behavioral_health
auto_rhodes_technologies_improved_opioid_synthesis,PROCESS FOR IMPROVED OPIOID SYNTHESIS Technology Platform Opportunity,true,1,npi_1801208798,SETH CLARK,ADDICTION MEDICINE,LIFESPAN PHYSICIAN GROUP INC,66,pain_medicine|behavioral_health
auto_rhodes_technologies_improved_opioid_synthesis,PROCESS FOR IMPROVED OPIOID SYNTHESIS Technology Platform Opportunity,true,2,npi_1972619864,DANIEL REGAN,ADDICTION MEDICINE,"ATMED TREATMENT CENTER, INC.",66,pain_medicine|behavioral_health
auto_rhodes_technologies_improved_opioid_synthesis,PROCESS FOR IMPROVED OPIOID SYNTHESIS Technology Platform Opportunity,true,3,npi_1003012014,KEITH SCARFO,ANESTHESIOLOGY,RHODE ISLAND HOSPITAL,53,anesthesiology
auto_rhodes_technologies_improved_opioid_synthesis,PROCESS FOR IMPROVED OPIOID SYNTHESIS Technology Platform Opportunity,true,4,npi_1003173048,CHRISTINE LEDDY,PSYCHIATRY,LIFESPAN PHYSICIAN GROUP INC,53,behavioral_health
auto_rhodes_technologies_improved_opioid_synthesis,PROCESS FOR IMPROVED OPIOID SYNTHESIS Technology Platform Opportunity,true,5,npi_1003820432,LUISA SKOBLE,PSYCHIATRY,LIFESPAN PHYSICIAN GROUP INC,53,behavioral_health
auto_rhodes_technologies_improved_oxymorphone_synthesis,Process for improved oxymorphone synthesis Technology Platform Opportunity,true,1,npi_1801208798,SETH CLARK,ADDICTION MEDICINE,LIFESPAN PHYSICIAN GROUP INC,66,pain_medicine|behavioral_health
auto_rhodes_technologies_improved_oxymorphone_synthesis,Process for improved oxymorphone synthesis Technology Platform Opportunity,true,2,npi_1972619864,DANIEL REGAN,ADDICTION MEDICINE,"ATMED TREATMENT CENTER, INC.",66,pain_medicine|behavioral_health
auto_rhodes_technologies_improved_oxymorphone_synthesis,Process for improved oxymorphone synthesis Technology Platform Opportunity,true,3,npi_1003012014,KEITH SCARFO,ANESTHESIOLOGY,RHODE ISLAND HOSPITAL,53,anesthesiology
auto_rhodes_technologies_improved_oxymorphone_synthesis,Process for improved oxymorphone synthesis Technology Platform Opportunity,true,4,npi_1003173048,CHRISTINE LEDDY,PSYCHIATRY,LIFESPAN PHYSICIAN GROUP INC,53,behavioral_health
auto_rhodes_technologies_improved_oxymorphone_synthesis,Process for improved oxymorphone synthesis Technology Platform Opportunity,true,5,npi_1003820432,LUISA SKOBLE,PSYCHIATRY,LIFESPAN PHYSICIAN GROUP INC,53,behavioral_health
auto_rhodes_technologies_dronabinol_increasing_stability,SYSTEMS AND METHODS FOR INCREASING STABILITY Technology Platform Opportunity,true,1,npi_1144406802,SHANTHI MOGALI,ADDICTION MEDICINE,NORTHEAST MEDICAL GROUP INC,66,pain_medicine|behavioral_health
auto_rhodes_technologies_dronabinol_increasing_stability,SYSTEMS AND METHODS FOR INCREASING STABILITY Technology Platform Opportunity,true,2,npi_1194810507,NEBYOU BELAY,ADDICTION MEDICINE,THRIVE BEHAVIORAL HEALTH INC,66,pain_medicine|behavioral_health
auto_rhodes_technologies_dronabinol_increasing_stability,SYSTEMS AND METHODS FOR INCREASING STABILITY Technology Platform Opportunity,true,3,npi_1205850989,SYLVESTER SVIOKLA,ADDICTION MEDICINE,"WARWICK, RI",66,pain_medicine|behavioral_health
auto_rhodes_technologies_dronabinol_increasing_stability,SYSTEMS AND METHODS FOR INCREASING STABILITY Technology Platform Opportunity,true,4,npi_1629427265,CAROLINE WUNSCH,ADDICTION MEDICINE,RHODE ISLAND HOSPITAL,66,pain_medicine|behavioral_health
auto_rhodes_technologies_dronabinol_increasing_stability,SYSTEMS AND METHODS FOR INCREASING STABILITY Technology Platform Opportunity,true,5,npi_1679991806,CECILIA FIX,ADDICTION MEDICINE,LIFESPAN PHYSICIAN GROUP INC,66,pain_medicine|behavioral_health
auto_purdue_pharma_allyl_catalyzed_compounds_metal_preparation_ther,Transition metal catalyzed processes for the Therapeutic Opportunity,true,1,npi_1144406802,SHANTHI MOGALI,ADDICTION MEDICINE,NORTHEAST MEDICAL GROUP INC,66,pain_medicine|behavioral_health
auto_purdue_pharma_allyl_catalyzed_compounds_metal_preparation_ther,Transition metal catalyzed processes for the Therapeutic Opportunity,true,2,npi_1194810507,NEBYOU BELAY,ADDICTION MEDICINE,THRIVE BEHAVIORAL HEALTH INC,66,pain_medicine|behavioral_health
auto_purdue_pharma_allyl_catalyzed_compounds_metal_preparation_ther,Transition metal catalyzed processes for the Therapeutic Opportunity,true,3,npi_1205850989,SYLVESTER SVIOKLA,ADDICTION MEDICINE,"WARWICK, RI",66,pain_medicine|behavioral_health
auto_purdue_pharma_allyl_catalyzed_compounds_metal_preparation_ther,Transition metal catalyzed processes for the Therapeutic Opportunity,true,4,npi_1629427265,CAROLINE WUNSCH,ADDICTION MEDICINE,RHODE ISLAND HOSPITAL,66,pain_medicine|behavioral_health
auto_purdue_pharma_allyl_catalyzed_compounds_metal_preparation_ther,Transition metal catalyzed processes for the Therapeutic Opportunity,true,5,npi_1679991806,CECILIA FIX,ADDICTION MEDICINE,LIFESPAN PHYSICIAN GROUP INC,66,pain_medicine|behavioral_health
auto_noramco_2020_dioxanocodides_dioxanomorphides,dioxanomorphides and dioxanocodides Technology Platform Opportunity,true,1,npi_1144406802,SHANTHI MOGALI,ADDICTION MEDICINE,NORTHEAST MEDICAL GROUP INC,66,pain_medicine|behavioral_health
auto_noramco_2020_dioxanocodides_dioxanomorphides,dioxanomorphides and dioxanocodides Technology Platform Opportunity,true,2,npi_1194810507,NEBYOU BELAY,ADDICTION MEDICINE,THRIVE BEHAVIORAL HEALTH INC,66,pain_medicine|behavioral_health
auto_noramco_2020_dioxanocodides_dioxanomorphides,dioxanomorphides and dioxanocodides Technology Platform Opportunity,true,3,npi_1205850989,SYLVESTER SVIOKLA,ADDICTION MEDICINE,"WARWICK, RI",66,pain_medicine|behavioral_health
auto_noramco_2020_dioxanocodides_dioxanomorphides,dioxanomorphides and dioxanocodides Technology Platform Opportunity,true,4,npi_1629427265,CAROLINE WUNSCH,ADDICTION MEDICINE,RHODE ISLAND HOSPITAL,66,pain_medicine|behavioral_health
auto_noramco_2020_dioxanocodides_dioxanomorphides,dioxanomorphides and dioxanocodides Technology Platform Opportunity,true,5,npi_1679991806,CECILIA FIX,ADDICTION MEDICINE,LIFESPAN PHYSICIAN GROUP INC,66,pain_medicine|behavioral_health
nanode_ri,NanoDe — Nanopieces / Janus nucleotide delivery,true,1,npi_1003871336,TODD ROBERTS,MEDICAL ONCOLOGY,"PROSPECT CHARTERCARE RWMC, LLC",53,nucleic_acid_delivery|medical_oncology
nanode_ri,NanoDe — Nanopieces / Janus nucleotide delivery,true,2,npi_1336596774,KATHRYN DECARLI,MEDICAL ONCOLOGY,RHODE ISLAND HOSPITAL,53,medical_oncology|nucleic_acid_delivery
nanode_ri,NanoDe — Nanopieces / Janus nucleotide delivery,true,3,npi_1194249565,MOHAMMED JALOUDI,MEDICAL ONCOLOGY,AFFINITY PHYSICIANS LLC.,53,medical_oncology|nucleic_acid_delivery
nanode_ri,NanoDe — Nanopieces / Janus nucleotide delivery,true,4,npi_1790977650,KHALDOUN ALMHANNA,MEDICAL ONCOLOGY,RHODE ISLAND HOSPITAL,53,medical_oncology|nucleic_acid_delivery
