case_id,title_clean,program_family,precedent_rank,precedent_type,precedent_name,precedent_stage,precedent_notes,precedent_url,inferred_development,inferred_financing,inferred_team,total_raised_usd_est,last_round_usd_est,value_anchor_usd,value_anchor_type,value_source_url,financing_strategy,validation_status,confidence,source
auto_rhode_island_anterior_cruciate_invasive_ligament_measurement,ACL post-surgery outcome prediction (MRI),,2,startup,AIKESO,early,3D joint reconstruction; surgical planning,https://aikeso.com/,Clinical pilots → FDA,Seed (Switzerland),Orthopedic surgery,,,,,,EU seed → US expansion,suggested,medium,web_search_2026_03
auto_rhode_island_anterior_cruciate_invasive_ligament_measurement,ACL post-surgery outcome prediction (MRI),,3,research,LigaNET (ACL reinjury prediction),research,Multi-modal MRI reinjury model,https://www.medrxiv.org/content/10.1101/2023.07.25.23293102v1,Academic validation → spinout,NIH → seed,Orthopedics + radiology,,,,,,License to SaMD company,suggested,medium,web_search_2026_03
auto_rhode_island_antibacterial_antibiofilm_auranofin_catheter_coa,Auranofin antibiofilm catheter coating,,1,research,Brown/RI Hospital auranofin catheter (published),precommercial,Same invention family; publication + patent,https://engineering.brown.edu/news/2019-03-07/germ-fighting-catheter-coating-may-help-prevent-infections,GLP → 510(k) catheter coating,University translational + Slater,ID + critical care + device,,,,,,Spinout + strategic catheter OEM,suggested,medium,web_search_2026_03
auto_rhode_island_antibacterial_antibiofilm_auranofin_catheter_coa,Auranofin antibiofilm catheter coating,,2,incumbent,CorMedix DefenCath,FDA_approved,Antimicrobial catheter lock; infection prevention,https://www.cormedix.com/,Commercial infection prevention,Public (NASDAQ CRMD); ~$570M market cap; DefenCath commercial,Nephrology/ICU,570000000,,570000000,market_cap,https://www.macrotrends.net/stocks/charts/CRMD/cormedix-inc/market-cap,Regulatory + hospital GPO,verified,high,web_verify_2026_05
auto_rhode_island_antibacterial_antibiofilm_auranofin_catheter_coa,Auranofin antibiofilm catheter coating,,3,research,Frontiers publication (auranofin PU coating),published,Scientific precedent for coating claims,https://www.frontiersin.org/journals/cellular-and-infection-microbiology/articles/10.3389/fcimb.2019.00037/full,Evidence package for 510(k),Grant-funded science,Academic ID + materials,,,,,,SBIR + device spinout,suggested,medium,web_search_2026_03
auto_rhode_island_behavioral_biomarkers_brain_closed_deep_features,Closed-loop DBS with neural/behavioral biomarkers,,1,incumbent,Medtronic Percept (BrainSense),FDA_adaptive_DBS,Closed-loop/adaptive DBS; sensing leads,https://www.medtronic.com/en-us/healthcare-professionals/specialties/neurology/therapies-procedures/deep-brain-stimulation/product-portfolio/percept-family.html,Post-market adaptive DBS rollout,Strategic incumbent (not VC seed),Movement disorders neurology + neurosurgery,,,,,,Out-license or RI spinout vs compete,suggested,medium,web_search_2026_03
auto_rhode_island_behavioral_biomarkers_brain_closed_deep_features,Closed-loop DBS with neural/behavioral biomarkers,,2,startup,NeuroPace (RNS),public,Responsive neurostimulation; closed-loop epilepsy,https://www.neuropace.com/,PMA → post-approval studies,Public (NASDAQ NPCE); ~$540M market cap; $100M revenue (FY2025),Epilepsy + neurosurgery,540000000,,540000000,market_cap,https://multiples.vc/public-comps/neuropace-valuation-multiples,Public medtech,verified,high,web_verify_2026_05
auto_rhode_island_behavioral_biomarkers_brain_closed_deep_features,Closed-loop DBS with neural/behavioral biomarkers,,3,startup,Newronika (AlphaDBS),investigational_US,Adaptive closed-loop DBS (EU),https://pmc.ncbi.nlm.nih.gov/articles/PMC11524207/,Clinical trials → CE/FDA,EU venture,Movement disorders,,,,,,Venture → strategic,suggested,medium,web_search_2026_03
auto_rhode_island_biomedical_detecting_electrical_electrode_locali,"Besio — epilepsy electrodes, tripolar stimulation & sensors",besio_neuro_device,1,startup,mjn-neuro (EPISERAS / mjn-SERAS),commercial_EU,Non-invasive wearable EEG; seizure-risk prediction; CE Class IIa,https://mjn.cat/en/mjn-seras/,Pilot → EU commercial; digital therapeutic + device,Venture-backed med device; regional commercial launch,Neurology/epilepsy KOLs; digital health commercial,,,,,,Device revenue + pharma distribution (Neuraxpharm),suggested,medium,web_search_2026_03
auto_rhode_island_biomedical_detecting_electrical_electrode_locali,"Besio — epilepsy electrodes, tripolar stimulation & sensors",besio_neuro_device,2,startup,Theta Neurotech,pre_seed,Wearable adhesive EEG; seizure prediction,https://www.thetaneurotech.com/,Pre-seed → clinical validation → Series A,"~$2M pre-seed (press, 2024)",Epilepsy clinicians + ML engineers,2000000,2000000,2000000,last_round,https://www.thetaneurotech.com/,Seed VC then hospital pilot contracts,estimated,medium,web_verify_2026_05
auto_rhode_island_biomedical_detecting_electrical_electrode_locali,"Besio — epilepsy electrodes, tripolar stimulation & sensors",besio_neuro_device,3,startup,Precisis (EASEE),FDA_Breakthrough,Epicranial focal stimulation; multi-electrode; tripolar-adjacent,https://www.precisis.com/,CE marketed → US Breakthrough → pivotal,EU VC + strategic; US IDE path,Epilepsy surgery + neurostimulation,,,,,,Medtech venture → reimbursement,suggested,medium,web_search_2026_03
auto_rhode_island_biomedical_detecting_electrical_electrode_locali,"Besio — epilepsy electrodes, tripolar stimulation & sensors",besio_neuro_device,4,startup,UNEEG Medical,commercial,Subcutaneous long-term EEG (minimally invasive monitoring),https://www.uneeg.com/,510(k)/CE; hospital adoption,Growth equity; EU/US subsidiaries,Epilepsy centers; neurology,,,,,,Medtech sales + outcomes data,suggested,medium,web_search_2026_03
auto_rhode_island_connective_evaluate_pipeline_reinjury_risk_tissu,MRI pipeline — connective tissue reinjury risk,,1,startup,OrthoPred (DeepKnee),clinical_validation,Autonomous knee MRI interpretation,https://orthopred.com/,CE/FDA software as medical device,Seed/Series A imaging AI,Orthopedics + radiology,,,,,,SaMD + PACS integration,suggested,medium,web_search_2026_03
auto_rhode_island_connective_evaluate_pipeline_reinjury_risk_tissu,MRI pipeline — connective tissue reinjury risk,,2,startup,AIKESO,early,3D joint reconstruction; surgical planning,https://aikeso.com/,Clinical pilots → FDA,Seed (Switzerland),Orthopedic surgery,,,,,,EU seed → US expansion,suggested,medium,web_search_2026_03
auto_rhode_island_connective_evaluate_pipeline_reinjury_risk_tissu,MRI pipeline — connective tissue reinjury risk,,3,research,LigaNET (ACL reinjury prediction),research,Multi-modal MRI reinjury model,https://www.medrxiv.org/content/10.1101/2023.07.25.23293102v1,Academic validation → spinout,NIH → seed,Orthopedics + radiology,,,,,,License to SaMD company,suggested,medium,web_search_2026_03
auto_rhode_island_detection_large_occlusion_prediction_vessel,LVO detection and treatment prediction,,1,startup,Viz.ai,growth,LVO triage + care coordination,https://www.viz.ai/,Health-system SaaS scale,~$289M raised; $1.2B valuation at Series D (Apr 2022),Stroke neurology + radiology,289250000,100000000,1200000000,post_money_valuation,https://www.viz.ai/news/viz-ai-raises-100-million-in-series-d-funding,Enterprise stroke networks,verified,high,web_verify_2026_05
auto_rhode_island_detection_large_occlusion_prediction_vessel,LVO detection and treatment prediction,,2,startup,RapidAI,growth,LVO + perfusion AI,https://www.rapidai.com/,FDA cleared → hospital contracts,~$100M total; $75M Series C (Jul 2023),Neuro IR + neurology,100000000,75000000,100000000,total_raised,https://www.rapidai.com/press-release/rapid-announces-investment-led-by-vista-credit-partners,Per-study or SaaS pricing,verified,high,web_verify_2026_05
auto_rhodes_technologies_compounds_novel_opioid_thereof,Rhodes Tech — novel opioid compounds,ri_pharma_chemistry,1,ri_operating,Rhodes Technologies,operating,RI-based API/opioid manufacturing,https://www.rhodestech.com/,Process validation → commercial supply,Operating cash flow + SSBCI/capex,CMC + regulatory affairs,,,,,,Slater SSBCI + bank; not classic VC,suggested,medium,web_search_2026_03
auto_rhodes_technologies_compounds_novel_opioid_thereof,Rhodes Tech — novel opioid compounds,ri_pharma_chemistry,2,ri_operating,Noramco,operating,Controlled-substance synthesis RI,https://www.noramco.com/,CMC scale-up,Private operating company,Process chemistry + QA,,,,,,Capex expansion financing,suggested,medium,web_search_2026_03
auto_rhodes_technologies_compounds_novel_opioid_thereof,Rhodes Tech — novel opioid compounds,ri_pharma_chemistry,3,public,Collegium Pharmaceutical,public,Opioid reformulation commercial model,https://www.collegiumpharma.com/,FDA approvals → commercialization,Public (NASDAQ COLL); ~$1.2B market cap; pain/opioid reformulation model,Pain medicine commercial,1180000000,,1180000000,market_cap,https://finance.yahoo.com/quote/COLL/,Public markets,verified,high,web_verify_2026_05
auto_rhodes_technologies_improved_oxycodone_synthesis,Rhodes Tech — improved oxycodone synthesis,ri_pharma_chemistry,1,ri_operating,Rhodes Technologies,operating,RI-based API/opioid manufacturing,https://www.rhodestech.com/,Process validation → commercial supply,Operating cash flow + SSBCI/capex,CMC + regulatory affairs,,,,,,Slater SSBCI + bank; not classic VC,suggested,medium,web_search_2026_03
auto_rhodes_technologies_improved_oxycodone_synthesis,Rhodes Tech — improved oxycodone synthesis,ri_pharma_chemistry,2,ri_operating,Noramco,operating,Controlled-substance synthesis RI,https://www.noramco.com/,CMC scale-up,Private operating company,Process chemistry + QA,,,,,,Capex expansion financing,suggested,medium,web_search_2026_03
auto_rhodes_technologies_improved_oxycodone_synthesis,Rhodes Tech — improved oxycodone synthesis,ri_pharma_chemistry,3,public,Collegium Pharmaceutical,public,Opioid reformulation commercial model,https://www.collegiumpharma.com/,FDA approvals → commercialization,Public (NASDAQ COLL); ~$1.2B market cap; pain/opioid reformulation model,Pain medicine commercial,1180000000,,1180000000,market_cap,https://finance.yahoo.com/quote/COLL/,Public markets,verified,high,web_verify_2026_05
auto_united_states_communication_facilitating_individuals_speak_spe,Speech-based communication assistive system,,1,startup,Pison,growth,Neural sensing + assistive communication,https://pison.com/,Consumer/wearable → clinical,Venture,Neurology + assistive tech,,,,,,VC + strategic,suggested,medium,web_search_2026_03
auto_united_states_communication_facilitating_individuals_speak_spe,Speech-based communication assistive system,,2,startup,Neuralink (speech/BCI),clinical_trial,High-bandwidth BCI including speech goals,https://neuralink.com/,IDE clinical trials,$1B+ private,Neurosurgery,1000000000,,1000000000,total_raised,,Late-stage private,suggested,medium,web_search_2026_03
auto_university_rhode_biomedical_brassylate_copolymers_dioxanone_ethyl,URI — absorbable copolymer (PEBD),,1,startup,Tepha (resorbable polymers),commercial,Absorbable biomaterials for devices,https://www.tephainc.com/,510(k) device components,Growth/medtech,Orthopedics + plastics surgery,,,,,,B2B materials + devices,suggested,medium,web_search_2026_03
auto_university_rhode_biomedical_brassylate_copolymers_dioxanone_ethyl,URI — absorbable copolymer (PEBD),,2,incumbent,Evonik RESOMER,commercial,Absorbable polymer supply,https://medical.evonik.com/,Supplier partnership,Strategic,Device engineering,,,,,,License materials,suggested,medium,web_search_2026_03
cbt_pain_digital_platform_ri,Petzchner — SOMA Pain Management (digital CBT),petzchner_digital,1,startup,Kaia Health,acquired_2026,Digital MSK/pain; multimodal CBT + motion coach,https://dtxalliance.org/products/kaia-health/,RCT → payer contracts,Acquired by Sword Health for $285M (Jan 2026),Pain medicine + PT + behavioral,,,285000000,acquisition,https://swordhealth.com/newsroom/sword-acquires-kaia-health,B2B employer/payer,verified,high,web_verify_2026_05
cbt_pain_digital_platform_ri,Petzchner — SOMA Pain Management (digital CBT),petzchner_digital,2,startup,Hinge Health,late_private,Virtual MSK; digital pain programs,https://www.hingehealth.com/,Outcomes studies → enterprise sales,~$1.05B pre-IPO VC + $437M IPO (May 2025),PT-led care teams,1487000000,437300000,1487000000,total_raised,https://sacra.com/c/hinge-health/,Growth equity → payer ROI,verified,high,web_verify_2026_05
cbt_pain_digital_platform_ri,Petzchner — SOMA Pain Management (digital CBT),petzchner_digital,3,startup,Sword Health,late_private,AI MSK care; acquired Kaia 2026,https://swordhealth.com,Scale digital pain/MSK,>$500M raised; ~$4B valuation (2025); acquired Kaia for $285M (Jan 2026),Clinical ops + AI,540000000,,4000000000,post_money_valuation,https://swordhealth.com/newsroom/sword-acquires-kaia-health,Enterprise B2B,verified,high,web_verify_2026_05
monaghan_sepsis_diagnostic_ri,Monaghan — deep RNA host-response diagnostic,monaghan_rna_dx,1,startup,Inflammatix (TriVerity),FDA_cleared_2025,Host mRNA sepsis/infection; ED workflow,https://www.inflammatix.com/,510(k) → health-system adoption,>$200M private + >$50M grants; $57M Series E (Sep 2024),Critical care + ED + lab medicine,200000000,57000000,200000000,total_raised,https://inflammatix.com/inflammatix-secures-57-million-to-advance-novel-diagnostic-for-patients-with-suspected-infections-or-sepsis/,Dx VC → hospital contracts,verified,high,web_verify_2026_05
monaghan_sepsis_diagnostic_ri,Monaghan — deep RNA host-response diagnostic,monaghan_rna_dx,2,startup,Immunexpress (SeptiCyte),FDA_cleared,Host RNA sepsis; PCR on Idylla — CB Insights / company profile ~$46.88M total.,https://immunexpress.com/products/,CLIA/LDT → ICU adoption,~$46.9M total raised; FDA-cleared SeptiCyte RAPID on Biocartis Idylla,ICU + infectious disease,46880000,,46880000,total_raised,https://www.prnewswire.com/news-releases/immunexpress-announces-closing-of-private-funding-round-300930242.html,Instrument partnership + test menu,verified,high,tier_a_web_review
monaghan_sepsis_diagnostic_ri,Monaghan — deep RNA host-response diagnostic,monaghan_rna_dx,3,startup,Presymptom Health (InfectiClear),seed,Host RNA infection; up to 3 days before clinical dx — £1.5M round Mar 2024; USD anchor uses ~$1.9M for £1.5M component.,https://www.presymptomhealth.fuel4vision.co.za/,Validation → NHS pilot → scale,£1.5M follow-on seed+grants (Mar 2024); UKI2S reports ~£3.2M total capital,Critical care PI; AMR stewardship,3200000,1900000,1900000,total_raised,https://ploughshare.co.uk/mod-spin-out-presymptom-health-raises-1-5m-to-develop-ai-driven-sepsis-and-infection-tests-for-the-nhs/,Grant + seed → health-system pilots,verified,high,tier_a_web_review
nanode_ri,NanoDe — Nanopieces / Janus nucleotide delivery,janus_delivery,1,startup,Eascra Biotech (Janus base nanoparticles),SBIR_seed,Janus nucleotide delivery; UConn spinout,https://eascrabiotech.com/,SBIR → animal POC → Series A,SBIR/seed stage (UConn spinout); early platform,Drug delivery + oncology/cartilage,500000,100000,500000,total_raised,https://eascrabiotech.com/,SBIR → seed syndicate,estimated,medium,web_verify_2026_05
nanode_ri,NanoDe — Nanopieces / Janus nucleotide delivery,janus_delivery,2,public,Ionis Pharmaceuticals,public,Oligonucleotide platform — Platform comp for nucleic acid therapeutics.,https://www.ionis.com/,Platform → indication spinouts,Public NASDAQ IONS; ~$12.6B market cap May 2026,Clinical pharmacology + neurology,,,12640000000,market_cap,https://www.macrotrends.net/stocks/charts/IONS/ionis-pharmaceuticals/market-cap,Pharma partnerships,verified,high,tier_a_web_review
nanode_ri,NanoDe — Nanopieces / Janus nucleotide delivery,janus_delivery,3,public,Alnylam Pharmaceuticals,public,RNAi delivery platform — RNAi platform delivery comp.,https://www.alnylam.com/,Rare disease → broader pipeline,Public NASDAQ ALNY; ~$38.9B market cap May 2026,Specialty pharma development,,,38920000000,market_cap,https://stockanalysis.com/stocks/alny/statistics/,Platform partnerships,verified,high,tier_a_web_review
phlip_therapeutics_ri,pHLIP Inc — imaging and pH-targeted delivery,phlip_imaging,1,ri_operating,pHLIP Inc,clinical_validation,URI/Yale pHLIP spinout; Reshetnyak/Engelman fluorophore and delivery IP — No disclosed venture round anchor; RI spinout since 2015; clinical validation stage.,https://phlipinc.com/,Preclinical → IND → fluorescence-guided surgery pilot,Yale University + Pacific Partners investors; URI/Yale/MSK licenses,Interventional radiology + surgical oncology + pathology,,,,,https://web.uri.edu/research-admin/university-of-rhode-island-professors-yana-reshetnyak-and-oleg-andreev-transferring-technology-to-the-market/,Grant → seed syndicate → strategic pharma,estimated,medium,web_search_2026_03
phlip_therapeutics_ri,pHLIP Inc — imaging and pH-targeted delivery,phlip_imaging,2,startup,On Target Laboratories (Cytalux),FDA_approved,FDA-approved pafolacianine for fluorescence-guided lung cancer surgery — FDA-approved pafolacianine; Series C $30M Nov 2023.,https://www.ontargetlaboratories.com/,IND → pivotal → FDA approval → hospital adoption,$116.5M total raised; $30M Series C Nov 2023 for CYTALUX commercialization,Surgical oncology + IR + pathology,116500000,30000000,116500000,total_raised,https://www.prnewswire.com/news-releases/on-target-laboratories-secures-30-million-for-commercialization-of-cytalux-pafolacianine-injection-301989832.html,Dx/imaging VC → hospital contracts,verified,high,tier_a_web_review
phlip_therapeutics_ri,pHLIP Inc — imaging and pH-targeted delivery,phlip_imaging,3,startup,Cybrexa (alphalex),clinical,pHLIP-derived peptide-drug conjugates; possible Yale/URI license path — Crunchbase-style total ~$44.4M disclosed equity.,https://www.cybrexa.com/,Clinical-stage oncology PDC → partnership,$6M seed (2017) + $25M Series B (Mar 2021); alphalex PDC platform; URI-origin pHLIP,Surgical oncology + medical oncology,44400000,25000000,44400000,total_raised,https://www.globenewswire.com/news-release/2021/03/10/2190275/0/en/Cybrexa-Therapeutics-Closes-25-Million-Series-B-Financing.html,Clinical VC → pharma partnership,verified,high,tier_a_web_review
phlip_therapeutics_ri,pHLIP Inc — imaging and pH-targeted delivery,phlip_imaging,4,incumbent,Indocyanine green (ICG),commercial,Incumbent NIR fluorescence imaging agent in surgery,https://www.fda.gov/,Established surgical fluorescence standard,Generic pharmaceutical supply,Surgical oncology + IR,,,,,,Incumbent comparison / differentiation,suggested,medium,web_search_2026_03
theromics_ri,Theromics — albumin thermal accelerant (HeatSYNC),theromics_ablation,1,ri_operating,Theromics Inc,STTR_510k_path,RI Hospital/Brown origin; HeatSYNC thermal accelerant gel — NSF $1M STTR Phase II for HeatSYNC; Brown/RI Hospital spinout.,https://www.theromicsinc.com/,GLP → 510(k) adjunct to RF/MW ablation,NSF STTR Phase II $1M (Mar 2024); prior Phase I; MassVentures START grant,IR + surgical oncology + Dupuy/Park,,,1000000,grant,https://www.prnewswire.com/news-releases/theromics-inc-receives-national-science-foundation-grant-for-innovative-ablation-therapy-technology-302086925.html,Grant → seed → strategic device partner,verified,high,tier_a_web_review
theromics_ri,Theromics — albumin thermal accelerant (HeatSYNC),theromics_ablation,2,public,Profound Medical (TULSA-PRO),commercial,MRI-guided thermal ablation platform,https://profoundmedical.com/,Pivotal trials → commercial prostate ablation,Public (NASDAQ PROF); ~$253M market cap (May 2026),Urology/IR; med physics,253000000,,253000000,market_cap,https://stockanalysis.com/stocks/prof/,Public markets + procedure reimbursement,verified,high,web_verify_2026_05
theromics_ri,Theromics — albumin thermal accelerant (HeatSYNC),theromics_ablation,3,incumbent,Neuwave (Ethicon/J&J),commercial,Microwave ablation incumbent; channel for adjunct gel,https://www.ethicon.com,Market access via device OEM partnership,Strategic partnership vs standalone VC,Interventional radiology + oncology,,,,,,Licensing/co-development with ablation OEM,suggested,medium,web_search_2026_03
